FD_W_2020_R1,250
FD_W_2020_R2,250
TFL1_A_W_2020_R1,250
TFL1_A_W_2020_R2,250
TFL1_B_W_2020_R1,250
TFL1_B_W_2020_R2,250
TFL1_fd_W_2020_R1,150
TFL1_fd_W_2020_R2,150
LFY_W_2021_R1,150
LFY_W_2021_R2,150
LFY_W_2021_R3,150
LFY_P_2016_R1,150
LFY_P_2016_R2,150
FD_S_2019_R1,220
FD_S_2019_R2,220
FD_ft10_tsf1_S_2019_R1,220
FD_ft10_tsf1_S_2019_R2,220
TFL1_S_2020_R1,150
TFL1_S_2020_R2,150
TFL1_S_2020_R3,150
LFY_P_2011_R1,150
LFY_P_2011_R2,150
FD_C_2020_R1,150
FD_C_2020_R2,150
